structureId,classification,residueCount
3MWL,HYDROLASE,414
3MWM,TRANSCRIPTION,278
3MWO,LYASE,520
3MWQ,HYDROLASE,256
3MWR,HYDROLASE,254
3MWV,TRANSFERASE,1152
3MWW,TRANSFERASE,1152
3MWY,HYDROLASE,800
3MX1,HYDROLASE,235
3MX6,HYDROLASE,524
3MX8,HYDROLASE,252
3MXJ,HYDROLASE,484
3MXL,OXIDOREDUCTASE,1580
3MXO,HYDROLASE,404
3MXP,HYDROLASE,143
3MXQ,TRANSFERASE,608
3MXU,OXIDOREDUCTASE,143
3MXV,IMMUNE SYSTEM,437
3MXW,SIGNALING PROTEIN,603
3MXX,TRANSCRIPTION,315
3MY0,TRANSFERASE,7320
3MY2,TRANSPORT PROTEIN,175
3MY6,HYDROLASE,246
3MY7,OXIDOREDUCTASE,1808
3MYB,LYASE,858
3MYF,TRANSFERASE,476
3MYG,TRANSFERASE,272
3MYJ,IMMUNE SYSTEM,768
3MYM,OXIDOREDUCTASE,274
3MYN,OXIDOREDUCTASE,274
3MYO,LYASE,666
3MYP,LYASE,1336
3MYQ,LYASE,260
3MYR,OXIDOREDUCTASE,3320
3MYY,SIGNALING PROTEIN,256
3MYZ,IMMUNE SYSTEM,200
3MZ0,OXIDOREDUCTASE,344
3MZ2,HYDROLASE,584
3MZ3,HYDROLASE,778
3MZ4,HYDROLASE,778
3MZ5,HYDROLASE,143
3MZ6,HYDROLASE,389
3MZ7,HYDROLASE,389
3MZ9,TRANSPORT PROTEIN,1004
3MZB,TRANSPORT PROTEIN,1002
3MZN,LYASE,900
3MZO,HYDROLASE,648
3MZQ,HYDROLASE,128
3MZR,HYDROLASE,128
3MZS,OXIDOREDUCTASE,1944
3MZT,IMMUNE SYSTEM,600
3MZV,TRANSFERASE,682
3MZW,TRANSFERASE,682
3N01,HYDROLASE,178
3N04,HYDROLASE,1332
3N07,HYDROLASE,780
3N0A,HYDROLASE,361
3N0B,TRANSFERASE,928
3N0C,TRANSFERASE,928
3N0D,TRANSCRIPTION,315
3N0E,TRANSCRIPTION,315
3N0F,LYASE,1110
3N0G,LYASE,1110
3N0H,OXIDOREDUCTASE,186
3N0L,TRANSFERASE,834
3N0M,TRANSFERASE,536
3N0Q,OXIDOREDUCTASE,409
3N0R,SIGNALING PROTEIN,286
3N0S,TRANSFERASE,1072
3N0T,HYDROLASE,1876
3N0V,HYDROLASE,1144
3N0V,HYDROLASE,1144
3N0W,TRANSPORT PROTEIN,758
3N0X,TRANSPORT PROTEIN,374
3N0Y,LYASE,358
3N0Z,LYASE,358
3N10,LYASE,358
3N11,HYDROLASE,333
3N12,HYDROLASE,333
3N13,HYDROLASE,333
3N14,OXIDOREDUCTASE,363
3N15,HYDROLASE,333
3N17,HYDROLASE,333
3N18,HYDROLASE,333
3N19,OXIDOREDUCTASE,726
3N1A,HYDROLASE,333
3N1B,TRANSPORT PROTEIN,282
3N1C,TRANSFERASE,1236
3N1D,HYDROLASE,246
3N1E,TRANSPORT PROTEIN,282
3N1N,HYDROLASE,246
3N1S,HYDROLASE,952
3N1T,HYDROLASE,476
3N1U,HYDROLASE,191
3N1X,OXIDOREDUCTASE,914
3N1Y,OXIDOREDUCTASE,914
3N1Z,OXIDOREDUCTASE,914
3N20,OXIDOREDUCTASE,914
3N21,HYDROLASE,316
3N23,HYDROLASE,2600
3N24,TRANSFERASE,1040
3N25,TRANSFERASE,4248
3N26,TRANSPORT PROTEIN,246
3N28,HYDROLASE,335
3N29,LYASE,836
3N2B,LYASE,1764
3N2C,HYDROLASE,6768
3N2D,HYDROLASE,252
3N2E,TRANSFERASE,504
3N2I,TRANSFERASE,472
3N2L,TRANSFERASE,1904
3N2M,LYASE,684
3N2O,LYASE,2592
3N2R,OXIDOREDUCTASE,844
3N2S,OXIDOREDUCTASE,996
3N2T,OXIDOREDUCTASE,348
3N2W,HYDROLASE,1492
3N2X,LYASE,1192
3N2Z,HYDROLASE,446
3N31,HYDROLASE,246
3N34,LYASE,684
3N37,OXIDOREDUCTASE,319
3N38,OXIDOREDUCTASE,319
3N39,OXIDOREDUCTASE,944
3N3A,OXIDOREDUCTASE,944
3N3B,OXIDOREDUCTASE,944
3N3C,HYDROLASE,467
3N3D,TRANSFERASE,670
3N3G,HYDROLASE,434
3N3K,HYDROLASE,481
3N3M,LYASE,684
3N3U,TRANSFERASE,299
3N3W,HYDROLASE,496
3N3X,HYDROLASE,252
3N3Y,TRANSFERASE,864
3N4D,HYDROLASE,1332
3N4G,HYDROLASE,444
3N4H,HYDROLASE,148
3N4J,TRANSFERASE,165
3N4K,TRANSFERASE,330
3N4W,TRANSFERASE,178
3N50,TRANSCRIPTION,954
3N53,TRANSCRIPTION,280
3N55,HYDROLASE,128
3N58,HYDROLASE,1856
3N59,LYASE,4128
3N5D,HYDROLASE,246
3N5F,HYDROLASE,816
3N5G,TRANSFERASE,325
3N5I,HYDROLASE,1492
3N5K,HYDROLASE,1988
3N5L,TRANSPORT PROTEIN,620
3N5M,TRANSFERASE,1808
3N5N,HYDROLASE,574
3N5O,TRANSFERASE,470
3N6L,TRANSFERASE,462
3N6M,TRANSFERASE,462
3N6N,TRANSFERASE,462
3N6O,SIGNALING PROTEIN,622
3N6Q,OXIDOREDUCTASE,2768
3N6V,TRANSPORT PROTEIN,2244
3N6W,OXIDOREDUCTASE,403
3N6Z,HYDROLASE,363
3N70,TRANSPORT PROTEIN,1160
3N71,TRANSCRIPTION,490
3N73,LYASE,502
3N74,OXIDOREDUCTASE,1044
3N75,LYASE,3575
3N77,HYDROLASE,288
3N7H,TRANSPORT PROTEIN,250
3N7O,HYDROLASE,226
3N7U,OXIDOREDUCTASE,4212
3N7Z,TRANSFERASE,2328
3N80,OXIDOREDUCTASE,4000
3N81,OXIDOREDUCTASE,4000
3N82,OXIDOREDUCTASE,4000
3N83,OXIDOREDUCTASE,4000
3N8F,OXIDOREDUCTASE,1190
3N8G,HYDROLASE,994
3N8I,HYDROLASE,157
3N8K,LYASE,4128
3N8T,TRANSFERASE,562
3N8U,HYDROLASE,722
3N8V,OXIDOREDUCTASE,1106
3N8W,OXIDOREDUCTASE,1106
3N8X,OXIDOREDUCTASE,1106
3N8Y,OXIDOREDUCTASE,1106
3N8Z,OXIDOREDUCTASE,1106
3N92,TRANSFERASE,562
3N98,TRANSFERASE,562
3N9A,HYDROLASE,129
3N9C,HYDROLASE,129
3N9E,HYDROLASE,129
3N9G,IMMUNE SYSTEM,450
3N9H,OXIDOREDUCTASE,4152
3N9J,TRANSFERASE,420
3N9K,HYDROLASE,399
3N9L,OXIDOREDUCTASE,543
3N9M,OXIDOREDUCTASE,1056
3N9N,OXIDOREDUCTASE,592
3N9O,OXIDOREDUCTASE,560
3N9P,OXIDOREDUCTASE,592
3N9Q,OXIDOREDUCTASE,560
3N9R,LYASE,2456
3N9T,OXIDOREDUCTASE,290
3N9V,HYDROLASE,626
3N9W,TRANSFERASE,470
3N9X,TRANSFERASE,864
3NA4,IMMUNE SYSTEM,100
3NA6,HYDROLASE,331
3NA8,LYASE,1260
3NA9,IMMUNE SYSTEM,439
3NAA,IMMUNE SYSTEM,439
3NAB,IMMUNE SYSTEM,436
3NAC,IMMUNE SYSTEM,439
3NAD,LYASE,322
3NAG,TRANSFERASE,572
3NAH,TRANSFERASE,1551
3NAI,TRANSFERASE,1551
3NAK,OXIDOREDUCTASE,1190
3NAL,HYDROLASE,994
3NAM,HYDROLASE,994
3NAN,HYDROLASE,994
3NAQ,OXIDOREDUCTASE,714
3NAR,TRANSCRIPTION,192
3NAU,TRANSCRIPTION,132
3NAV,LYASE,542
3NAX,TRANSFERASE,311
3NAY,TRANSFERASE,622
3NAZ,TRANSFERASE,2912
3NB0,TRANSFERASE,2900
3NB6,TRANSFERASE,200
3NB7,TRANSFERASE,200
3NB8,OXIDOREDUCTASE,248
3NB9,OXIDOREDUCTASE,248
3NBA,TRANSFERASE,708
3NBB,OXIDOREDUCTASE,4164
3NBF,HYDROLASE,828
3NBJ,OXIDOREDUCTASE,4164
3NBK,TRANSFERASE,708
3NBM,TRANSFERASE,108
3NBP,TRANSFERASE,1001
3NBQ,TRANSFERASE,1312
3NBX,HYDROLASE,500
3NC3,OXIDOREDUCTASE,882
3NC5,OXIDOREDUCTASE,882
3NC6,OXIDOREDUCTASE,882
3NC7,OXIDOREDUCTASE,882
3NCH,TRANSFERASE,2900
3NCJ,IMMUNE SYSTEM,439
3NCL,HYDROLASE,241
3NCO,HYDROLASE,646
3NCP,SIGNALING PROTEIN,476
3NCQ,SIGNALING PROTEIN,357
3NCR,SIGNALING PROTEIN,357
3NCV,HYDROLASE,440
3NCY,TRANSPORT PROTEIN,2640
3ND0,TRANSPORT PROTEIN,932
3ND1,TRANSFERASE,550
3ND2,TRANSPORT PROTEIN,861
3ND5,TRANSFERASE,1026
3ND6,TRANSFERASE,1026
3ND7,TRANSFERASE,1026
3ND8,HYDROLASE,588
3ND9,HYDROLASE,588
3NDC,TRANSFERASE,528
3NDI,TRANSFERASE,416
3NDJ,TRANSFERASE,416
3NDN,LYASE,1656
3NDO,LYASE,462
3NDP,TRANSFERASE,462
3NDQ,TRANSCRIPTION,108
3NDR,OXIDOREDUCTASE,988
3NDY,HYDROLASE,1808
3NDZ,HYDROLASE,1808
3NE0,HYDROLASE,214
3NE1,TRANSFERASE,390
3NE2,TRANSPORT PROTEIN,1968
3NE3,TRANSFERASE,130
3NE7,TRANSFERASE,159
3NE8,HYDROLASE,234
3NE9,TRANSFERASE,459
3NEA,HYDROLASE,207
3NEE,TRANSPORT PROTEIN,232
3NEF,HYDROLASE,404
3NEG,HYDROLASE,404
3NEH,LYASE,636
3NEI,TRANSFERASE,562
3NEJ,HYDROLASE,414
3NEO,TRANSPORT PROTEIN,232
3NEP,OXIDOREDUCTASE,314
3NES,TRANSPORT PROTEIN,232
3NEV,LYASE,1192
3NEX,TRANSPORT PROTEIN,232
3NF2,TRANSFERASE,352
3NF4,OXIDOREDUCTASE,774
3NFD,TRANSFERASE,918
3NFF,TRANSCRIPTION,972
3NFG,TRANSCRIPTION,1800
3NFM,HYDROLASE,246
3NFN,IMMUNE SYSTEM,384
3NFQ,TRANSCRIPTION,340
3NFS,IMMUNE SYSTEM,428
3NFT,TRANSPORT PROTEIN,303
3NFU,LYASE,900
3NFV,LYASE,382
3NFW,OXIDOREDUCTASE,840
3NFZ,HYDROLASE,327
3NG3,LYASE,908
3NG4,IMMUNE SYSTEM,684
3NG5,TRANSPORT PROTEIN,254
3NG8,TRANSFERASE,178
3NGC,OXIDOREDUCTASE,431
3NGH,SIGNALING PROTEIN,212
3NGJ,LYASE,956
3NGM,HYDROLASE,1276
3NGN,HYDROLASE,398
3NGQ,HYDROLASE,398
3NGR,TRANSFERASE,151
3NGS,TRANSFERASE,453
3NGT,TRANSFERASE,2114
3NGU,TRANSFERASE,302
3NGV,TRANSPORT PROTEIN,296
3NGY,HYDROLASE,946
3NH3,OXIDOREDUCTASE,431
3NH4,HYDROLASE,327
3NH5,HYDROLASE,327
3NH6,TRANSPORT PROTEIN,306
3NH7,IMMUNE SYSTEM,2304
3NH8,HYDROLASE,327
3NH9,TRANSPORT PROTEIN,306
3NHA,TRANSPORT PROTEIN,306
3NHB,TRANSPORT PROTEIN,306
3NHH,HYDROLASE,143
3NHI,TRANSPORT PROTEIN,296
3NHM,SIGNALING PROTEIN,266
3NHN,TRANSFERASE,193
3NHO,OXIDOREDUCTASE,431
3NHQ,SIGNALING PROTEIN,4040
3NHT,TRANSPORT PROTEIN,296
3NI0,IMMUNE SYSTEM,198
3NI9,HYDROLASE,538
3NIB,TRANSFERASE,309
3NIE,TRANSFERASE,858
3NIO,HYDROLASE,1914
3NIP,HYDROLASE,1956
3NIQ,HYDROLASE,652
3NIU,OXIDOREDUCTASE,1190
3NIX,OXIDOREDUCTASE,3368
3NIY,HYDROLASE,682
3NIZ,TRANSFERASE,311
3NJ3,HYDROLASE,682
3NJ4,HYDROLASE,1740
3NJ8,OXIDOREDUCTASE,630
3NJB,LYASE,666
3NJD,LYASE,666
3NJF,HYDROLASE,256
3NJG,HYDROLASE,128
3NJH,HYDROLASE,512
3NJI,HYDROLASE,137
3NJJ,HYDROLASE,128
3NJK,HYDROLASE,128
3NJL,HYDROLASE,128
3NJM,HYDROLASE,128
3NJN,HYDROLASE,256
3NJP,TRANSFERASE,1322
3NJR,TRANSFERASE,408
3NJS,HYDROLASE,246
3NJU,HYDROLASE,119
3NJV,LYASE,508
3NJX,LYASE,508
3NJZ,OXIDOREDUCTASE,368
3NK0,OXIDOREDUCTASE,431
3NK1,OXIDOREDUCTASE,431
3NK2,OXIDOREDUCTASE,431
3NK5,TRANSPORT PROTEIN,468
3NK6,TRANSFERASE,554
3NK7,TRANSFERASE,554
3NK8,HYDROLASE,223
3NK9,HYDROLASE,143
3NKA,TRANSPORT PROTEIN,468
3NKC,TRANSPORT PROTEIN,468
3NKD,IMMUNE SYSTEM,610
3NKE,IMMUNE SYSTEM,600
3NKF,HYDROLASE,1108
3NKK,HYDROLASE,223
3NKM,HYDROLASE,831
3NKN,HYDROLASE,831
3NKO,HYDROLASE,831
3NKP,HYDROLASE,831
3NKQ,HYDROLASE,831
3NKR,HYDROLASE,831
3NKT,OXIDOREDUCTASE,368
3NKY,TRANSFERASE,476
3NL1,OXIDOREDUCTASE,368
3NL2,TRANSFERASE,3240
3NL3,TRANSFERASE,3240
3NL5,TRANSFERASE,1620
3NL6,TRANSFERASE,1620
3NL9,HYDROLASE,171
3NLD,OXIDOREDUCTASE,888
3NLE,OXIDOREDUCTASE,888
3NLF,OXIDOREDUCTASE,888
3NLG,OXIDOREDUCTASE,888
3NLH,OXIDOREDUCTASE,888
3NLI,OXIDOREDUCTASE,888
3NLJ,OXIDOREDUCTASE,844
3NLK,OXIDOREDUCTASE,844
3NLM,OXIDOREDUCTASE,844
3NLN,OXIDOREDUCTASE,844
3NLO,OXIDOREDUCTASE,844
3NLP,OXIDOREDUCTASE,844
3NLQ,OXIDOREDUCTASE,844
3NLR,OXIDOREDUCTASE,844
3NLT,OXIDOREDUCTASE,888
3NLU,OXIDOREDUCTASE,888
3NLV,OXIDOREDUCTASE,844
3NLW,OXIDOREDUCTASE,844
3NLX,OXIDOREDUCTASE,844
3NLY,OXIDOREDUCTASE,844
3NLZ,OXIDOREDUCTASE,844
3NM0,OXIDOREDUCTASE,844
3NM1,TRANSFERASE,3240
3NM3,TRANSFERASE,3240
3NM4,HYDROLASE,460
3NM5,HYDROLASE,460
3NM6,HYDROLASE,230
3NM8,OXIDOREDUCTASE,606
3NMB,HYDROLASE,260
3NMD,TRANSFERASE,360
3NME,HYDROLASE,588
3NMO,TRANSPORT PROTEIN,465
3NMS,IMMUNE SYSTEM,1282
3NN0,OXIDOREDUCTASE,431
3NN1,OXIDOREDUCTASE,1205
3NN2,OXIDOREDUCTASE,1205
3NN3,OXIDOREDUCTASE,1205
3NN4,OXIDOREDUCTASE,1205
3NN7,HYDROLASE,316
3NN8,IMMUNE SYSTEM,952
3NNB,LYASE,382
3NND,TRANSPORT PROTEIN,1464
3NNE,OXIDOREDUCTASE,4368
3NNK,TRANSFERASE,6576
3NNR,TRANSCRIPTION,228
3NNT,LYASE,552
3NNU,TRANSFERASE,354
3NNV,TRANSFERASE,354
3NNW,TRANSFERASE,354
3NNX,TRANSFERASE,354
3NNY,OXIDOREDUCTASE,844
3NNZ,OXIDOREDUCTASE,844
3NO3,HYDROLASE,238
3NO4,HYDROLASE,801
3NO6,HYDROLASE,992
3NO6,HYDROLASE,992
3NO9,LYASE,1900
3NOA,TRANSCRIPTION,542
3NOD,OXIDOREDUCTASE,846
3NOE,LYASE,584
3NOI,IMMUNE SYSTEM,240
3NOJ,LYASE,238
3NOK,TRANSFERASE,536
3NOL,TRANSFERASE,262
3NOM,TRANSFERASE,524
3NON,LYASE,462
3NOO,LYASE,462
3NOP,SIGNALING PROTEIN,505
3NOQ,LYASE,462
3NOR,LYASE,231
3NOS,OXIDOREDUCTASE,854
3NOT,SIGNALING PROTEIN,505
3NOU,SIGNALING PROTEIN,505
3NOV,LYASE,231
3NOX,HYDROLASE,1506
3NOY,OXIDOREDUCTASE,1464
3NP5,HYDROLASE,356
3NP8,HYDROLASE,143
3NPE,OXIDOREDUCTASE,529
3NPF,HYDROLASE,612
3NPK,TRANSFERASE,582
3NPL,OXIDOREDUCTASE,940
3NPM,TRANSFERASE,310
3NPO,TRANSPORT PROTEIN,162
3NPR,TRANSFERASE,293
3NPU,LYASE,526
3NPV,LYASE,526
3NPW,LYASE,528
3NPX,LYASE,528
3NPY,OXIDOREDUCTASE,606
3NQ0,OXIDOREDUCTASE,606
3NQ2,LYASE,528
3NQ3,TRANSPORT PROTEIN,162
3NQ4,TRANSFERASE,4680
3NQ5,OXIDOREDUCTASE,606
3NQ8,LYASE,269
3NQ9,TRANSPORT PROTEIN,162
3NQB,HYDROLASE,1216
3NQH,HYDROLASE,441
3NQO,TRANSCRIPTION,378
3NQR,TRANSPORT PROTEIN,508
3NQS,OXIDOREDUCTASE,866
3NQT,HYDROLASE,143
3NQV,LYASE,272
3NQW,HYDROLASE,358
3NQX,HYDROLASE,306
3NQY,HYDROLASE,495
3NQZ,HYDROLASE,495
3NR0,LYASE,542
3NR1,HYDROLASE,356
3NR2,HYDROLASE,588
3NR3,TRANSPORT PROTEIN,153
3NR5,TRANSCRIPTION,164
3NR5,TRANSCRIPTION,164
3NR8,HYDROLASE,632
3NR9,TRANSFERASE,1104
3NRA,TRANSFERASE,814
3NRB,HYDROLASE,1148
3NRC,OXIDOREDUCTASE,560
3NRG,TRANSCRIPTION,1085
3NRI,TRANSFERASE,293
3NRJ,HYDROLASE,2268
3NRM,TRANSFERASE,283
3NRP,TRANSPORT PROTEIN,640
3NRQ,TRANSPORT PROTEIN,320
3NRR,TRANSFERASE,1030
3NRU,TRANSFERASE,2244
3NRZ,OXIDOREDUCTASE,2450
3NS1,OXIDOREDUCTASE,2448
3NS8,SIGNALING PROTEIN,152
3NSC,OXIDOREDUCTASE,505
3NSD,OXIDOREDUCTASE,488
3NSF,OXIDOREDUCTASE,505
3NSH,HYDROLASE,1218
3NSJ,IMMUNE SYSTEM,540
3NSM,HYDROLASE,572
3NSN,HYDROLASE,572
3NSP,TRANSCRIPTION,480
3NSQ,TRANSCRIPTION,480
3NSS,HYDROLASE,776
3NST,OXIDOREDUCTASE,368
3NSU,SIGNALING PROTEIN,240
3NSW,IMMUNE SYSTEM,742
3NSX,HYDROLASE,1332
3NSY,OXIDOREDUCTASE,511
3NT0,OXIDOREDUCTASE,505
3NT2,OXIDOREDUCTASE,688
3NT4,OXIDOREDUCTASE,688
3NT5,OXIDOREDUCTASE,688
3NT6,OXIDOREDUCTASE,1148
3NT7,HYDROLASE,476
3NT8,IMMUNE SYSTEM,848
3NTA,OXIDOREDUCTASE,1148
3NTB,OXIDOREDUCTASE,2348
3NTC,IMMUNE SYSTEM,440
3NTD,OXIDOREDUCTASE,1130
3NTG,OXIDOREDUCTASE,2208
3NTH,TRANSCRIPTION,178
3NTI,TRANSCRIPTION,185
3NTJ,TRANSFERASE,1688
3NTK,TRANSCRIPTION,338
3NTL,HYDROLASE,796
3NTM,OXIDOREDUCTASE,606
3NTO,OXIDOREDUCTASE,344
3NTQ,OXIDOREDUCTASE,688
3NTR,OXIDOREDUCTASE,688
3NTS,TRANSFERASE,482
3NTV,TRANSFERASE,464
3NTX,HYDROLASE,682
3NU7,TRANSFERASE,718
3NU8,TRANSFERASE,718
3NUB,TRANSFERASE,718
3NUC,HYDROLASE,149
3NUD,TRANSFERASE,928
3NUE,TRANSFERASE,928
3NUG,OXIDOREDUCTASE,988
3NUI,TRANSFERASE,956
3NUK,HYDROLASE,1332
3NUM,HYDROLASE,332
3NUQ,HYDROLASE,282
3NUR,HYDROLASE,357
3NUS,TRANSFERASE,286
3NUT,TRANSFERASE,1004
3NUU,TRANSFERASE,286
3NUY,TRANSFERASE,286
3NUZ,HYDROLASE,2388
3NV5,OXIDOREDUCTASE,452
3NV6,OXIDOREDUCTASE,452
3NV7,TRANSFERASE,157
3NV8,TRANSFERASE,928
3NV9,OXIDOREDUCTASE,974
3NVC,OXIDOREDUCTASE,368
3NVD,HYDROLASE,1284
3NVJ,OXIDOREDUCTASE,393
3NVM,TRANSFERASE,605
3NVO,TRANSPORT PROTEIN,528
3NVO,TRANSPORT PROTEIN,528
3NVR,SIGNALING PROTEIN,376
3NVS,TRANSFERASE,450
3NVU,SIGNALING PROTEIN,376
3NVV,OXIDOREDUCTASE,2506
3NVW,OXIDOREDUCTASE,2508
3NVY,OXIDOREDUCTASE,2508
3NVZ,OXIDOREDUCTASE,2448
3NW3,IMMUNE SYSTEM,684
3NW4,OXIDOREDUCTASE,368
3NW5,TRANSFERASE,307
3NW6,TRANSFERASE,307
3NW7,TRANSFERASE,307
3NWI,TRANSPORT PROTEIN,1315
3NWJ,TRANSFERASE,500
3NWL,OXIDOREDUCTASE,2108
3NWM,IMMUNE SYSTEM,443
3NWO,HYDROLASE,330
3NWP,HYDROLASE,466
3NWR,LYASE,432
3NWU,HYDROLASE,681
3NWY,TRANSFERASE,1686
3NX1,LYASE,336
3NX2,LYASE,336
3NX4,OXIDOREDUCTASE,648
3NX7,HYDROLASE,158
3NX8,TRANSFERASE,371
3NX9,HYDROLASE,246
3NXB,TRANSCRIPTION,232
3NXF,LYASE,258
3NXK,HYDROLASE,2672
3NXL,LYASE,1900
3NXO,OXIDOREDUCTASE,186
3NXP,HYDROLASE,424
3NXR,OXIDOREDUCTASE,186
3NXS,TRANSPORT PROTEIN,329
3NXT,OXIDOREDUCTASE,186
3NXV,OXIDOREDUCTASE,186
3NXW,HYDROLASE,143
3NXX,OXIDOREDUCTASE,186
3NXY,OXIDOREDUCTASE,186
3NY5,TRANSFERASE,384
3NYC,OXIDOREDUCTASE,381
3NYD,HYDROLASE,632
3NYE,OXIDOREDUCTASE,381
3NYF,OXIDOREDUCTASE,381
3NYH,OXIDOREDUCTASE,595
3NYN,TRANSFERASE,1152
3NYO,TRANSFERASE,1152
3NYS,TRANSFERASE,367
3NYT,TRANSFERASE,367
3NYU,TRANSFERASE,1468
3NYW,OXIDOREDUCTASE,1000
3NYY,HYDROLASE,252
3NYZ,LYASE,522
3NZ0,TRANSFERASE,302
3NZ1,LYASE,261
3NZ2,TRANSFERASE,2340
3NZ4,LYASE,1392
3NZ8,IMMUNE SYSTEM,878
3NZH,IMMUNE SYSTEM,440
3NZK,HYDROLASE,622
3NZL,TRANSCRIPTION,83
3NZM,TRANSFERASE,168
3NZN,OXIDOREDUCTASE,206
3NZP,LYASE,1238
3NZQ,LYASE,1332
3NZR,LYASE,992
3O03,OXIDOREDUCTASE,291
3O04,TRANSFERASE,413
3O08,TRANSFERASE,970
3O0D,HYDROLASE,2107
3O0F,HYDROLASE,301
3O0H,OXIDOREDUCTASE,968
3O0K,OXIDOREDUCTASE,1132
3O0M,HYDROLASE,298
3O0N,OXIDOREDUCTASE,1288
3O0O,OXIDOREDUCTASE,1288
3O0Q,OXIDOREDUCTASE,1288
3O0T,HYDROLASE,404
3O0Z,TRANSFERASE,672
3O11,IMMUNE SYSTEM,880
3O15,TRANSFERASE,235
3O16,TRANSFERASE,235
3O17,TRANSFERASE,760
3O1A,OXIDOREDUCTASE,417
3O1B,TRANSFERASE,485
3O1C,HYDROLASE,126
3O1F,HYDROLASE,162
3O1G,HYDROLASE,215
3O1H,SIGNALING PROTEIN,581
3O1I,SIGNALING PROTEIN,1162
3O1J,SIGNALING PROTEIN,1162
3O1K,LYASE,528
3O1L,HYDROLASE,604
3O1N,LYASE,552
3O1W,TRANSFERASE,970
3O1X,HYDROLASE,126
3O1Z,HYDROLASE,126
3O21,TRANSPORT PROTEIN,1556
3O24,TRANSFERASE,474
3O26,OXIDOREDUCTASE,311
3O28,TRANSPORT PROTEIN,263
3O29,TRANSPORT PROTEIN,263
3O2A,TRANSPORT PROTEIN,263
3O2D,IMMUNE SYSTEM,632
3O2G,OXIDOREDUCTASE,388
3O2J,TRANSPORT PROTEIN,776
3O2K,TRANSFERASE,474
3O2L,HYDROLASE,317
3O2N,OXIDOREDUCTASE,460
3O2Q,HYDROLASE,1136
3O2R,HYDROLASE,682
3O2S,HYDROLASE,565
3O2V,IMMUNE SYSTEM,446
3O2W,IMMUNE SYSTEM,446
3O2X,HYDROLASE,656
3O32,OXIDOREDUCTASE,514
3O33,TRANSCRIPTION,736
3O38,OXIDOREDUCTASE,1064
3O3A,IMMUNE SYSTEM,766
3O3B,IMMUNE SYSTEM,766
3O3C,TRANSFERASE,2900
3O3D,IMMUNE SYSTEM,766
3O3E,IMMUNE SYSTEM,766
3O3L,HYDROLASE,680
3O3M,LYASE,1586
3O3N,LYASE,1586
3O3O,LYASE,793
3O3P,TRANSFERASE,774
3O3R,OXIDOREDUCTASE,632
3O3T,TRANSPORT PROTEIN,241
3O3V,HYDROLASE,1005
3O4F,TRANSFERASE,2352
3O4G,HYDROLASE,2328
3O4H,HYDROLASE,2328
3O4I,HYDROLASE,1164
3O4J,HYDROLASE,2328
3O4K,IMMUNE SYSTEM,684
3O4L,IMMUNE SYSTEM,825
3O4O,IMMUNE SYSTEM,836
3O4P,HYDROLASE,314
3O4R,OXIDOREDUCTASE,1044
3O4S,HYDROLASE,308
3O4T,HYDROLASE,308
3O4U,HYDROLASE,308
3O4V,HYDROLASE,468
3O4W,TRANSFERASE,970
3O4Y,TRANSFERASE,196
3O50,TRANSFERASE,534
3O51,TRANSFERASE,267
3O52,HYDROLASE,955
3O59,TRANSFERASE,300
3O5A,OXIDOREDUCTASE,937
3O5B,TRANSFERASE,970
3O5C,OXIDOREDUCTASE,1280
3O5S,HYDROLASE,238
3O5U,OXIDOREDUCTASE,514
3O5V,HYDROLASE,264
3O5W,HYDROLASE,517
3O5X,HYDROLASE,276
3O61,HYDROLASE,764
3O63,TRANSFERASE,486
3O66,TRANSPORT PROTEIN,564
3O69,HYDROLASE,382
3O6A,HYDROLASE,399
3O6C,TRANSFERASE,260
3O6D,TRANSFERASE,260
3O6F,IMMUNE SYSTEM,1708
3O6G,TRANSPORT PROTEIN,263
3O6H,TRANSPORT PROTEIN,263
3O6I,TRANSPORT PROTEIN,263
3O6J,OXIDOREDUCTASE,514
3O6K,IMMUNE SYSTEM,438
3O6L,IMMUNE SYSTEM,453
3O6M,IMMUNE SYSTEM,447
3O6R,OXIDOREDUCTASE,514
3O6V,TRANSFERASE,522
3O6W,TRANSFERASE,970
3O6Y,LYASE,258
3O6Z,HYDROLASE,382
3O74,TRANSCRIPTION,544
3O75,TRANSCRIPTION,544
3O76,TRANSFERASE,418
3O7B,TRANSFERASE,244
3O7H,LYASE,378
3O7I,LYASE,378
3O7J,LYASE,189
3O7K,LYASE,189
3O7L,TRANSFERASE,715
3O7M,TRANSFERASE,744
3O7O,HYDROLASE,528
3O7O,HYDROLASE,528
3O7P,TRANSPORT PROTEIN,438
3O7Q,TRANSPORT PROTEIN,438
3O7W,TRANSFERASE,294
3O80,TRANSFERASE,485
3O81,IMMUNE SYSTEM,238
3O86,HYDROLASE,716
3O87,HYDROLASE,716
3O88,HYDROLASE,716
3O8A,OXIDOREDUCTASE,415
3O8B,HYDROLASE,1332
3O8D,HYDROLASE,1332
3O8H,TRANSCRIPTION,236
3O8J,TRANSFERASE,4040
3O8L,TRANSFERASE,1524
3O8M,TRANSFERASE,485
3O8N,TRANSFERASE,1524
3O8O,TRANSFERASE,6212
3O8P,TRANSFERASE,360
3O8Q,OXIDOREDUCTASE,556
3O8S,HYDROLASE,206
3O8T,TRANSFERASE,360
3O8U,TRANSFERASE,360
3O8W,SIGNALING PROTEIN,118
3O8X,IMMUNE SYSTEM,834
